x,y,z,rearZ,mattype,rearMat,Wm2Front,Wm2Back,Back/FrontRatio
1.717843,1.051876e-16,2.308966,2.287013,a9.3.a2.2.0.cellPVmodule.6457,a9.3.a2.2.0.cellPVmodule.2310,23.66602,2.9612193333333336,0.1251200756721097
1.290356,7.90115e-17,2.33691,2.314957,a9.3.a2.4.0.cellPVmodule.6457,a9.3.a2.4.0.cellPVmodule.2310,23.6638,2.9127986666666668,0.12308570816853161
0.862868,5.283543e-17,2.364854,2.342901,a9.3.a2.7.0.cellPVmodule.6457,a9.3.a2.7.0.cellPVmodule.2310,23.662020000000002,2.8304826666666667,0.11961629017203494
0.4353804,2.665936e-17,2.392798,2.370845,a9.3.a2.9.0.cellPVmodule.6457,a9.3.a2.9.0.cellPVmodule.2310,23.67406,2.7810753333333333,0.11746856537357596
0.007892705,4.832888e-19,2.420742,2.398789,a9.3.octtube1a.6457,sky,22.383283333333335,2.990579,0.13360173097642167
-0.4195949,-2.569278e-17,2.448686,2.426733,a9.3.a2.2.1.cellPVmodule.6457,a9.3.a2.2.1.cellPVmodule.2310,23.66865,2.7099673333333336,0.11449122962668791
-0.8470826,-5.186885e-17,2.47663,2.454677,a9.3.a2.4.1.cellPVmodule.6457,a9.3.a2.4.1.cellPVmodule.2310,23.66617666666667,2.780213,0.11747125730952555
-1.27457,-7.804492e-17,2.504575,2.482621,a9.3.a2.7.1.cellPVmodule.6457,a9.3.a2.7.1.cellPVmodule.2310,23.72457,2.7994756666666665,0.11799403203660297
-1.702058,-1.04221e-16,2.532519,2.510566,a9.3.a2.9.1.cellPVmodule.6457,a9.3.a2.9.1.cellPVmodule.2310,23.723426666666665,2.845663,0.11994654454593072
